Location,link,writer,time,text
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocJD9Ro3kmz_ALC0czSmT9ChJcHl-EZvbR3FZtCLZBAwirQRYA=w43-h43-p-rp-mo-br100,PT Honest Reviews,a year ago,My son and I witnessed a woman die here because the doctors and nurses couldn’t find the crash cart. The health care “professionals “ that work at Airdrie Urgent Care are beyond incompetent. The medical examiner showed up a hour later and probably sign off the paperwork not knowing what had actually happened.
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocKkJ5bx7pNzRNel-hFnqagFGDxpiQeT2VQfJ9BD_6suVOT8paSh=w43-h43-p-rp-mo-br100,Br Mi,a year ago,Website said 1.5 hour wait. Been here 7 hours now only to get an X-ray and a recommended ultrasound. We are pretty upset and told the doctor how frustrated we are only to have the people in the next bed say something under their breath …
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocIAcM0Sx0IFF-CWE390ZTfbpQVNRCXpzKzQegQASm3PaOg7eg=w43-h43-p-rp-mo-br100,IP Researcher,a year ago,"The patient communication skills have dropped considerably here! Patients are already at their most vulnerable. Rude, unkind, and thoughtless triage/intake staff is unacceptable, especially when that patient is exceptionally kind (I’m not …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocKVmu0pAhEyxYVgXKrURfo0TWW4xbDPPgMYuvgGzkle9k_SVw=w43-h43-p-rp-mo-ba4-br100,Flairs Warss,a year ago,"Friendly nurses, helped me a lot with doing an Xray on my ankle and gave a Tylenol to help with the pain of my twisted ankle. The wait times were long though about 4 hours but still the shortest around the area. This is the government …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocI71c34aMD3AltT2u7PT2UZRIiGOwatENJ87xqtxaBYvHmRlw=w43-h43-p-rp-mo-br100,Carson Latimer,a year ago,"First visit to Airdrie Urgent Care.  Extremely busy, medical professionals were top notch.   I was treated with dignity and respect during my 6+ hours spent here on February 17, 2023.  The wait times are not the fault of the medical team,  please treat them with respect,  and they will treat you the same."
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjWqN0xmI15uZral6KR8Qeq_uT7QjdyrbSoQiPOK94kGjI8OpDH0zw=w43-h43-p-rp-mo-ba2-br100,K “PomMom”,a year ago,"Went earlier today with a friend. Staff were friendly and doing thr best they could. Had to wait 5 and 1/2 hours to get treatment. Which was out of their control. Nurse practitioners were helpful with the treatment, followed up with …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjUFoh-wqX453UOwNkCS_GmvIL6PkXUU10Vu0k5tJOFHBASdpXo=w43-h43-p-rp-mo-ba3-br100,Desiree Peters,a year ago,"Urgent waiting room is a joke. We couldn't get my 1.5 years old sick daughter in after waiting for 1.5 to 2 hours, and she was getting restless. Adults who don't look sick or hurt or arrive later than us go in first. We will not be …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjVSrz1uabgoi4r4D7aD1HxZmyZ4nCWB8mz3VMxyjjcZgF6yb5Ih=w43-h43-p-rp-mo-br100,Dilbag Singh Dhaliwal,6 months ago,If there is any less star option I would give that such a waste of tax payers money .they could not have doctor to look in at 2 year old in high fever in 4 hrs waiting . …
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocKweKA5ZewASqq_BE7QPlUH7EGL7Fhk2Zk4YHVhL42YZkwf_A=w43-h43-p-rp-mo-br100,Bryce Parkin,10 months ago,"Horrible treatment here. Sit for 5 hours with serious issues and they brush you off like your crazy. Pregnant fiancé having issues and they just keep us in waiting room. Do not come here. What an absolute joke and waste of time.
Update * going on 8 hours here now and no signs of discharge anytime soon."
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocIIso9IZB8IQDwqPRc8Jk8zIZJzVOmKpSmpNdBd5R27QAPCA5Gr=w43-h43-p-rp-mo-ba2-br100,Maria M,3 years ago,"I went in because I have the stomach flu, I didn’t have a drop of water in my 4 hours waiting there, and 2 more after they finally called me in.
I was in severe pain for all that time waiting for someone to call me. Even …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocK09A-y-Kh64Exl7XHRl_hJAkhhZdAL4_pJQ83PkksWYDYP2g=w43-h43-p-rp-mo-ba3-br100,Matthew C,2 years ago,"Hospital reviews is something I've never considered myself looking at, but when it came time too... It was something serious, and I was looking at reviews for my health's sake. The triage in this facility wasn't too lengthy. I was tested …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjVr4nXgwE5uPY7UQST3wfRjhhgkGSC51mUzX2BV0tktUQZQGOYNcw=w43-h43-p-rp-mo-ba5-br100,Jason Martin,10 months ago,"I visited urgent care on May 7th after stumbing my toe on the stairs. Another reason I don't like stairs. Well, the incident t happened at 9:15 am, went to church, but was concerned, so I went to a walk-in-clinc as I didn't want the …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjX-QkFctQ6uEegybRsBR7T13T-W2d8tFvWXNzg_hIpSPDckdxE1=w43-h43-p-rp-mo-ba3-br100,Nav Malhotra,2 months ago,"This place confirms that Canadian Health system is a joke. Not urgent. Unprofessional. On their phones, lack staff, 5 HOURS WAITING"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjUY_wv9r17wXBKq6FoKQL9tRIO-6fBBas6lA5oFdUedeicYOulN=w43-h43-p-rp-mo-ba3-br100,Cheyne Lothering,2 years ago,"Im giving a 4 star because the service we did receive, was actually really good. The Dr and all the nurses treated my daughter really well and were always gentle and very friendly.  However, the waiting times really was very bad! I …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocJ_zqRCL4aJDp5Zt_qTI-8xecZ0vJlvHo73nuWcPjOAZei1ZA=w43-h43-p-rp-mo-br100,Stephanie Bailey,a year ago,We went to Airdrie Urgent Care when my my mother broke her arm this afternoon; she was seen within the first 10 minutes of being there. RN Jeff immediately started an IV and administered pain meds. PN Jenn Rice and Dr. Paul Young had her in …
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocIyl9O7GWoUiiLA_0fTLNrE71heJgG5BkTgt__fyiNxTpmCrg=w43-h43-p-rp-mo-ba3-br100,Heike Bartley,a year ago,"Took a friend here with a terrible ear infection, she had been to 3 other care facilities in Calgary with no relief.  We were in, treated, referred to further help, and on our way in 3 hours.  Great staff, excellent care, thank you for succeeding where others failed.  She is completely recovered"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocID4riDRKS-eppFTWc2x6iTIcERnXFUPTOVLqlOeP-fhy0YNA=w43-h43-p-rp-mo-br100,Kevin Keysell,a year ago,"As I sit here at home, still suffering from excruciating pain due to sciatica, that sent me to urgent care today, I would rate my experience in minus stars if that was possible. All I wanted was some help managing the pain so that I could …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocJM4KpgUeonBzNzxQi442Z5LC1rARBZNazWljsgzyvjBfXTsQ=w43-h43-p-rp-mo-br100,Nkiruka Francisca Chukwuma,a year ago,"I went in there with my 2year old who had strep throat and possibly scarlet fever because he had the sand paper rash, very red lip and tongue (my husband was diagnosed with strep throat that same day) he was miserable and was struggling to …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocKZ54Fnm2NoCNuRJtwor4eb3OluvXVaeW68nKLRPqnYC0HK6Q=w43-h43-p-rp-mo-ba2-br100,CalamityJane031,a year ago,"""2hr wait time""
Doesn't include the hour it took to get through triage. And, when asked at the 2hr mark what the ETA was, the wait is now 3hrs. …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocLXSzXTaaRNoAhOo6NrkGcB1HR16Zwoy9juHwQT_5Gs7hRbdQ=w43-h43-p-rp-mo-br100,Charles Marc,a year ago,"The nurse at the Triage on May 20th, 2023 at around 10:00 PM was extremely bad at the job.  She diagnosed me wrong and saw one other south East Asian gentlemen treated very badly.  She pertained to be extremely racist.  Let other with no to …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjWOX-LTs4orGInUX67sfwvdlBKH5Vx_UeedvMVVgweUdbfv1HwMsQ=w43-h43-p-rp-mo-ba3-br100,JASWINDER BIR SINGH,a year ago,"I received exceptional services at the Airdrie Community Health Center. The staff was notably friendly, and the doctors and nurses demonstrated expertise in their fields. I appreciated the thorough attention to my needs and the accurate diagnosis provided. I highly recommend their services!"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocIZfiRmPzbzUfi_WKXeJPqGRIuHLNW7QIJzo0_mx2oOq6y3uQ=w43-h43-p-rp-mo-ba3-br100,Jason Fessler,a year ago,They were very helpful on the night of Thursday Nov 2nd. The doctor working at night was especially good and the nurses were very friendly. The lady at the front for registration the 2nd one you talk to is not very nice but don't let her ruin it.
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjU8mFzqcMpR2xh7sk_796fkO11ZZoS_bPxcfdgOvI2J9PMD91SD=w43-h43-p-rp-mo-ba4-br100,Julian Paez,7 months ago,"The Man and the woman at the PUBLIC HEALTH RECEPTION, are mean, rude, not nice, no eye contact, no smiling. NOTHING. …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocKLUwi1H3I0KZ3bo5qz4MfTK5PBRSYLnaBlXe4t-i1bqXZCRQ=w43-h43-p-rp-mo-ba3-br100,Malstrom Johns,a year ago,"I hope other people don't skip the 5 stars to read the angry people's reviews. I am referring everybody I know to this facility. They are efficient, friendly,  and they work incredibly hard to accommodate their patients! Some of the reviews …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjXH36szBb5VIUACNhk75t74A0MUwacnswXqi__y0-ZgUIhOmXo=w43-h43-p-rp-mo-ba2-br100,Anita Banks,3 years ago,I brought my son to urgent care here and everyone was super pleasant. We were seen pretty much right away. The doctor was super cool and very kind and as he did an ultrasound on my son and carefully explained what we were seeing- Dr. S …
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocII_foLrSatOLPnzbnSiWalfrh3WrSfrqXK70nyShs4he4Sww=w43-h43-p-rp-mo-br100,Sara Mclean,a year ago,"Every single staff member I dealt with on my late night visit was PHENOMENAL!!! From triage, to registration, to assessment nurses, to the doctor, to the xray tech. Every single person was kind, patient, and very clearly cared for each and …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocJsx68GSEOWtF_ypL-p9mI5vM31SymO5YWESeT8_Im8tWcR4A=w43-h43-p-rp-mo-br100,Scott Joly,11 months ago,The female doctor helping me spent hours trying to diagnose an issue I’ve had. She went above and beyond to help me. Thank you very much! …
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocJ9i2-APPa1EK1Il7Po6WrFPipRczkqyIX3mvrpTBD6Mh761Q=w43-h43-p-rp-mo-br100,JTB,2 years ago,"Airdrie’s urgent care is not nearly adequate for our population.There’s only 1 triage clerk, so wait times to be triaged can be an hour, and you can’t sit while waiting. After triage, the wait to see a doctor can be 5 to 11 hours. If you …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocIJDrSrM2AkSH_vNtECy2hY7E7J12MIjlHVeokh5EQta7Th-g=w43-h43-p-rp-mo-br100,Ravi Zala,a year ago,I have been waiting here for more than 3 hours and abdominal pain is 9/10 but still they do not care. On call they say 2 hours of waiting time. People coming after us going in before us.  How do they work? What’s meaning triaging first. Disappointed and Pathetic health centre! ???????????????????? …
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocKoHgTZVZiVguZlad8vxOlPSvM_MX-ujtcT8iA8gCeYmQyMcw=w43-h43-p-rp-mo-br100,Jenna Yule,2 years ago,I had the most amazing experience at urgent care this week. I wish I remembered any names but was going through my own pain and incident. Every nurse was so kind and helpful.  It was so fast to be seen.  I saw two separate doctors and both …
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjWaZYQhJ_TdTwrPBoj3hxI696BfJZgTT9wR4PThmiUL5e3B5anY=w43-h43-p-rp-mo-br100,Amanda Cooper,2 years ago,Besides the huge waif for triage 35 min and then the extremly large wait it get in 4.5 hours. Another 2 hrs sitting in the little white room. When someone finally came in it was to move to where the casting is done. 3 more hours still …
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocJ5zMAm-UP3mqtTuUsq-Fyfv-AJw_u1R83JSu-0iyw1MINWdg=w43-h43-p-rp-mo-ba3-br100,Rheal Dumais,2 years ago,"Worst 'urgent' care ever, if roads werent icy i'd of gone to literally any other clinic. 5hrs in waiting area, 1.5hrs in waiting room and not a soul showed up. Me n my 20mth old left, it was 2am. We decided to try many home remedies instead …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a-/ALV-UjWYn_Wmjn0Z3Mz3tkQ7aIzzZPvxXS_AcbwXqapZFIzaSna3cDY=w43-h43-p-rp-mo-br100,Jaspinder DHANOA,a year ago,There wasn’t a choice for me to give a 0star. I took my sister who has autism. it took 8 hours to see the doctor and to get the tynol. This is not a normal for a person who has a autism and my parents were there to all the time.If you are …
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocKy3cDgebBjKGH3zMswil0P2aPzYi4NM6UNJwTRw-fbHz4xUg=w43-h43-p-rp-mo-br100,C D,3 years ago,"I remember going to Airdrie Urgent Care clearly, even though it was 5 weeks ago. I was in excruciating abdominal & back pain, & my Family Doc had sent me there for x-rays & a further Doc's check, as I was a concern. Fortunately, I was taken …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocLtU-_rHvnr1UBBlW5ye79LjqrMy-YswPI0-P-XT2raaNd2NA=w43-h43-p-rp-mo-br100,Rabia Khan,2 years ago,"If there was anything less than 1star  I would have chosen that. Pathetic and very unprofessional staff. They have no empathy for the patients. There are patients who are in pain and have been waiting since last 7 hours, the nurse keeps …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocKKFnhd8SajKZkA-mo8iIj9LsEvWAlKMtXBdEwPLRc3EYbp9iAQ=w43-h43-p-rp-mo-br100,EL,2 years ago,"The nurses here was not very helpful. Don't know the ABC's of life. My daughter had terrible asthma and we waited for 4 hours. Airway, Breathing, Circulation should be the first priority. They need more training and ethics. They don't …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocJ8wSC7juwQExTABDmfXlMeYQh9dc3EmV_QI3u0tUXcLmJQLA=w43-h43-p-rp-mo-br100,Glow Wellness,2 years ago,"The worst and most rude people appointed at the urgent care. The name says it URGENT CARE.. I did not see any urgency even after waiting 3-4 hours , upon asking the front desk they were not sure how many people were in front of us. I went …"
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocL7u9TsaAZcWO76h6UowVoo3U0gHaY-4pIGimOSZtVlM2ytMw=w43-h43-p-rp-mo-br100,Oyinade Makos,5 months ago,They hate black people and teenagers the worst urgent care just terrible nurses with zero feelings I was there from 11p to 7am and they could care less just set of racist on duty please do not go there worst place
"Airdrie Community Health Centre,AB",https://lh3.googleusercontent.com/a/ACg8ocLHfyDpyldYZH956UAyE3ygUuqinO6eEnh4K7-exi7ImJ7ytw=w43-h43-p-rp-mo-br100,Steve Singh,9 months ago,Horrible experience. Waited 4 1/2 hours in urgent care. We decided to leave as Airdrie should not even come close to the wait times of PLC. This place is a joke.
